ID,label,headline,journalTitle,year,linkToArchive,topic
14,literal,Só 1100 genes foram relacionados com doenças,Público,2001,https://arquivo.pt/wayback/20010213060558/http://jornal.publico.pt/publico/2001/02/13/Destaque/X04.html,Saúde
15,estigma,Os vingadores,Público,2000,https://arquivo.pt/wayback/20001215060840/http://jornal.publico.pt/publico/2000/12/15/Y/TAM02CX01.html,Música
16,estigma,Cinema em casa,Público,2001,https://arquivo.pt/wayback/20010930064316/http://jornal.publico.pt/publico/2001/09/30/Media/R04.html,Cinema
17,literal,Genes e doenças,Público,2001,https://arquivo.pt/wayback/20010213060551/http://jornal.publico.pt/publico/2001/02/13/Destaque/X01CX01.html,Saúde
18,estigma,"Traduções, seduções, paixões",Público,2001,https://arquivo.pt/wayback/20010331061053/http://jornal.publico.pt/publico/2001/03/31/MilFolhas/TLCRONI02.html,Literatura
19,literal,Os medicamentos faz-de-conta,Público,2000,https://arquivo.pt/wayback/20001211091513/http://jornal.publico.pt/publico/2000/12/11/Publica/TMSAUD.html,Saúde
20,literal,O foto-romance de Depardon ,Público,2000,https://arquivo.pt/wayback/20001118051133/http://jornal.publico.pt/publico/2000/11/18/MilFolhas/TLBREVES.html,Cinema
21,literal,Presidente da Sociedade Max Planck pede desculpa por crimes de cientistas no III Reich,Público,2001,https://arquivo.pt/wayback/20010707063657/http://jornal.publico.pt/publico/2001/07/07/Terra/THTUBO01.html,Saúde
22,estigma,Vatza!,Público,2001,https://arquivo.pt/wayback/20010127060938/http://jornal.publico.pt/publico/2001/01/27/MilFolhas/TLFIC01.html,Literatura
23,estigma,Pensar o território a partir de Barcelona,Público,2001,https://arquivo.pt/wayback/20010616064338/http://jornal.publico.pt/publico/2001/06/16/MilFolhas/TLARQ01.html,Economia
24,literal,Com os refugiados afegãos num deserto paquistanês,Público,2001,https://arquivo.pt/wayback/20010928063640/http://jornal.publico.pt/publico/2001/09/28/Destaque/X01.html,Crime
25,estigma,Esquizofrenia,Público,2015,https://arquivo.pt/wayback/20150326210311/http://www.publico.pt/culturaipsilon/noticia/esquizofrenia-1690279,Cinema
26,estigma,Porque publicaria o artigo anónimo do New York Times,Público,2018,https://arquivo.pt/wayback/20180910180432/https://www.publico.pt/2018/09/09/politica/opiniao/porque-publicaria-o-artigo-anonimo-do-new-york-times-1843487/amp,Conflitos militares
27,literal,"A nova série da semana é Legion. Marvel, X-Men... mas é boa?",Público,2017,https://arquivo.pt/wayback/20170503064239/https://www.publico.pt/2017/02/13/culturaipsilon/noticia/a-nova-serie-da-semana-e-legion-marvel-xmen-mas-e-boa-1761192,Cinema
28,literal,"Super-heroínas, zombies e humor n'A Guerra dos Tronos",Público,2016,https://arquivo.pt/wayback/20160930063931/https://www.publico.pt/culturaipsilon/noticia/superheroinas-zombies-e-humor-na-guerra-dos-tronos-as-novidades-da-comic-con-1739276,Cinema
29,estigma,Samar Yazbek: “Só um narrador fictício pode contar a Síria real”,Público,2016,https://arquivo.pt/wayback/20160726054820/https://www.publico.pt/culturaipsilon/noticia/samar-yazbek-so-um-narrador-ficticio-pode-contar-a-siria-real-1730090,Literatura
30,estigma,"Costa contra modelo ""esquizofrénico"" de duplicar porta-vozes do PS",Público,2015,https://arquivo.pt/wayback/20150129213612/http://www.publico.pt/politica/noticia/costa-contra-modelo-esquizofrenico-de-duplicar-portavozes-do-ps-1684369,Política
31,estigma,May the Brexit be with you,Público,2019,https://arquivo.pt/wayback/20190116211910/https://www.publico.pt/2019/01/16/mundo/opiniao/may-the-brexit-be-with-you-1858043?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+PublicoMundo+%28Publico.pt+-+Mundo%29,Economia
32,estigma," ""Seria uma situação esquizofrénica""",Público,2001,https://arquivo.pt/wayback/20010121231400/http://www.publico.pt/ar95/noticias/P95091711.html,Política
33,estigma,A solidão de Jean Wyllys num país homofóbico,Público,2019,https://arquivo.pt/wayback/20190227212627/https://www.publico.pt/2016/06/26/mundo/noticia/a-solidao-de-jean-wyllys-num-pais-homofobico-1735753/amp,Justiça
34,literal,Ministério escolhe Alentejo para assinalar Dia da Saúde Mental,Público,2015,https://arquivo.pt/wayback/20151111070616/http://www.publico.pt/sociedade/noticia/ministerio-escolhe-alentejo-para-assinalar-dia-da-saude-mental-1710646,Saúde
35,estigma,A Zona J quer sair da redoma,Público,2017,https://arquivo.pt/wayback/20170520034324/https://www.publico.pt/2015/09/25/culturaipsilon/noticia/a-zona-j-quer-sair-da-redoma-1708678,Música
36,literal,Preço de medicamento para esquizofrénicos aumentou 300% foi retirado do mercado,Público,2015,https://arquivo.pt/wayback/20150210200247/http://www.publico.pt/multimedia/video/preco-de-medicamento-para-esquizofrenicos-aumentou-300-foi-retirado-do-mercado-20152101510211,Saúde
37,literal,Esquizofrénicos passam a pagar uma parte dos medicamentos antipsicóticos,Público,2010,https://arquivo.pt/wayback/20100928150902/http://www.publico.pt/Sociedade/esquizofrenicos-passam-a-pagar-uma-parte-dos-medicamentos-antipsicoticos_1458258,Saúde
38,estigma,Passos Coelho: país não precisa de viver todas as semanas na esquizofrenia da crise política,Público,2011,https://arquivo.pt/wayback/20110214195658/http://www.publico.pt/Pol%C3%ADtica/passos-coelho-pais-nao-precisa-de-viver-todas-as-semanas-na-esquizofrenia-da-crise-politica_1479659,Política
39,literal,Uma lixeira com vista para a lucidez,Público,2015,https://arquivo.pt/wayback/20150820020515/http://www.publico.pt/culturaipsilon/noticia/uma-lixeira-com-vista-para-a-lucidez-1682075,Cinema
40,literal,Tudo sobre esquizofrenia num único livro,Público,2003,https://arquivo.pt/wayback/20031015070623/http://jornal.publico.pt/2003/10/10/sotexto/Sociedade/S01CX02.html,Saúde
41,literal,Esquizofrenia continua a ser uma palavra maldita,Público,2002,https://arquivo.pt/wayback/20021003023558/http://jornal.publico.pt/publico/2002/09/29/magoo/Sociedade/S04.html,Saúde
42,estigma,Quaresma não devia regressar no meio de tanta esquizofrenia,Público,2010,https://arquivo.pt/wayback/20100904150907/http://jornal.publico.pt/noticia/04-09-2010/quaresma-nao-devia-regressar-no-meio-de-tanta-esquizofrenia-20142250.htm,Desporto
43,literal,A voz das vozes deles,Público,2012,https://arquivo.pt/wayback/20121113161430/http://jornal.publico.pt/noticia/11-11-2012/a-voz-das-vozes-deles-25537324.htm,Saúde
44,estigma,"No ""Verão Quente"" do País Basco",Público,2000,https://arquivo.pt/wayback/20001019005853/http://jornal.publico.pt/publico/2000/08/09/Destaque/X01COM.html,Política
45,literal,"""A minha mente tem a história que tem""",Público,2010,https://arquivo.pt/wayback/20100717195440/http://jornal.publico.pt/noticia/15-07-2010/a-minha-mente-tem--a-historia--que-tem-19827222.htm,Desporto
46,literal,Spider o inglês que habita dentro do canadiano Cronenberg,Público,2002,https://arquivo.pt/wayback/20020917001448/http://jornal.publico.pt/2002/09/13/Y/TAC01.html,Cinema
47,literal,quem matou o coelho?,Público,2002,https://arquivo.pt/wayback/20021019002650/http://jornal.publico.pt/2002/10/11/Y/TAC02.html,Cinema
48,estigma,A resistência,Público,2010,https://arquivo.pt/wayback/20100416121318/http://jornal.publico.pt/noticia/16-04-2010/a-resistencia-19206217.htm,Desporto
49,literal,Da rua para casa e de casa para o trabalho... ou para a universidade,Público,2012,https://arquivo.pt/wayback/20120116164202/http://jornal.publico.pt/noticia/16-01-2012/da-rua-para-casa-e-de-casa-para-o-trabalho--ou-para-a-universidade-23297977.htm,Saúde
50,estigma,Sporting continua vivo na Taça graças a um golo solitário de Djaló,Público,2010,https://arquivo.pt/wayback/20101126194813/http://jornal.publico.pt/noticia/22-11-2010/sporting-continua-vivo-na-taca-gracas-a-um-golo-solitario-de-djalo-20669367.htm,Desporto
51,literal,Um apoio que enriquece o CV,Público,2011,https://arquivo.pt/wayback/20110221194941/http://jornal.publico.pt/noticia/20-02-2011/um-apoio-que-enriquece-o-cv-21328769.htm,Saúde
52,literal,Pai de Renato Seabra em Nova Iorque para apoiar o filho,Público,2011,https://arquivo.pt/wayback/20110125213542/http://jornal.publico.pt/noticia/20-01-2011/pai-de-renato-seabra-em-nova-iorque-para-apoiar-o-filho-21060865.htm,Crime
53,literal,Detidos oito suspeitos de burlas com receitas,Público,2011,https://arquivo.pt/wayback/20110127173835/http://jornal.publico.pt/noticia/27-01-2011/detidos-oito-suspeitos-de-burlas-com-receitas-21140771.htm,Justiça
54,literal,Fim do corte das etiquetas com tesoura facilitou esquema,Público,2011,https://arquivo.pt/wayback/20110201221420/http://jornal.publico.pt/noticia/29-01-2011/fim-do-corte-das-etiquetas-com-tesoura-facilitou-esquema-21162296.htm,Saúde
55,estigma,Música no Cume de Goldfrapp,Público,2002,https://arquivo.pt/wayback/20020126215027/http://jornal.publico.pt/2002/01/11/Media/R06.html,Música
56,literal,Festival de Berlim com olhos postos nos Óscares,Público,2002,https://arquivo.pt/wayback/20020223081128/http://jornal.publico.pt/publico/2002/02/13/sotexto/Destaque/X01CX04.html,Cinema
57,estigma,Cinema em Casa,Público,2002,https://arquivo.pt/wayback/20020805013624/http://jornal.publico.pt/2002/07/11/Media/R06.html,Cinema
58,literal,Ciências,Público,2003,https://arquivo.pt/wayback/20030820011708/http://jornal.publico.pt/publico/2003/08/12/magoo/UltimaPagina/UFLASH.html,Saúde
59,estigma,Crónica Florentina,Público,2003,https://arquivo.pt/wayback/20031221005029/http://jornal.publico.pt/2003/12/15/Media/ROLHO.html,Música
60,estigma,Natal em Outubro,Público,2004,https://arquivo.pt/wayback/20040110104347/http://jornal.publico.pt/publico/2003/12/24/Destaque/X05.html,Desporto
61,literal,Lançamentos,Público,2004,https://arquivo.pt/wayback/20041027052934/http://jornal.publico.pt/2004/10/09/MilFolhas/TLLIV03.html,Cinema
62,literal,Legendas,Público,2001,https://arquivo.pt/wayback/20011101230624/http://jornal.publico.pt/2001/10/01/Publica/TM03CX01.html,Cinema
63,estigma,"""PR também será julgado politicamente nas próximas eleições"", diz António Vitorino",Público,2005,https://arquivo.pt/wayback/20050207122532/http://jornal.publico.pt/2005/02/03/Destaque/X31.html,Política
64,estigma,PS acusa Durão de ter discurso dúplice sobre SCUTs,Público,2003,https://arquivo.pt/wayback/20031125003859/http://jornal.publico.pt/2003/11/07/sotexto/Destaque/X08.html,Economia
65,literal,O foto-romance de Depardon ,Público,2001,https://arquivo.pt/wayback/20010309194132/http://jornal.publico.pt/2000/11/18/MilFolhas/TLBREVES.html,Cinema
66,estigma,"Política económica que não faça mal, por favor… ",Público,2017,https://arquivo.pt/wayback/20170129053204/https://www.publico.pt/2017/01/02/economia/noticia/politica-economica-que-nao-faca-mal-por-favor-1756741,Economia
67,estigma,Casas sem gente e gente sem casa,Público,2004,https://arquivo.pt/wayback/20040204035131/http://jornal.publico.pt/2004/02/02/SupEconomia/TEDEST01CX02.html,Economia
68,literal,Reportagem “Eu e o meu cérebro”,Público,2001,https://arquivo.pt/wayback/20011207133055/http://jornal.publico.pt/publico/2001/11/28/Media/R05.html,Cinema
69,literal,Polémica e política dominam Óscares,Público,2002,https://arquivo.pt/wayback/20020326151233/http://jornal.publico.pt/2002/03/24/Destaque/X01.html,Cinema
70,literal,"Renato Seabra vai declarar-se ""inocente"" e o caso segue para julgamento",Público,2011,https://arquivo.pt/wayback/20110207220141/http://jornal.publico.pt/noticia/01-02-2011/renato-seabra-vai-declararse-inocente--e-o-caso-segue-para-julgamento-21178703.htm,Crime
71,estigma,Kay veio das townships para o mundo da arte,Público,2010,https://arquivo.pt/wayback/20100615194037/http://jornal.publico.pt/noticia/12-06-2010/kay-veio-das-townships-para-o-mundo-da-arte-19580181.htm,Música
72,estigma,Pintores da vida moderna,Público,2002,https://arquivo.pt/wayback/20021018051016/http://jornal.publico.pt/2002/10/12/MilFolhas/TLART02.html,Cinema
73,literal,O menino bonito do Bronx que o cinema transformou em príncipe,Público,2010,https://arquivo.pt/wayback/20101005191341/http://jornal.publico.pt/noticia/01-10-2010/o-menino-bonito-do-bronx-que-o-cinema-transformou-em-principe-20314986.htm,Cinema
74,literal,Processo sobre pedofilia na Casa Pia arquivado em 1982 no tribunal de Cascais,Público,2002,https://arquivo.pt/wayback/20021201093919/http://jornal.publico.pt/2002/11/26/Destaque/X01.html,Crime
75,literal,Em Viseu as pessoas continuam chocadas com a morte de Joana,Público,2010,https://arquivo.pt/wayback/20100904193017/http://jornal.publico.pt/noticia/02-09-2010/em-viseu-as-pessoas-continuam-chocadas-com-a-morte-de-joana-20126566.htm,Crime
76,estigma,O declínio da França?,Público,2003,https://arquivo.pt/wayback/20031119085613/http://jornal.publico.pt/publico/2003/11/17/SupEconomia/TEOPI03.html,Economia
77,estigma,"""Um sonho que foi quebrado""",Público,2003,https://arquivo.pt/wayback/20030418231254/http://jornal.publico.pt/publico/2003/04/12/magoo/MilFolhas/TLENS02.html,Conflitos militares
78,literal,À volta de James Joyce,Público,2004,https://arquivo.pt/wayback/20040625074728/http://jornal.publico.pt/publico/2004/06/12/MilFolhas/TL01CX01.html,Literatura
79,literal,Tão diferentes que nós somos,Público,2003,https://arquivo.pt/wayback/20031211190049/http://jornal.publico.pt/2003/12/08/Publica/TM01.html,Saúde
80,estigma,"""O Carlos vivia o amor como um fantasista""",Público,2011,https://arquivo.pt/wayback/20110114205925/http://jornal.publico.pt/noticia/12-01-2011/o-carlos-vivia-o-amor-como-um-fantasista-20999662.htm,Literatura
81,literal,Vade retro ! Tudo sobre Satanás,Público,2010,https://arquivo.pt/wayback/20100727185917/http://jornal.publico.pt/noticia/23-07-2010/vade-retro-tudo-sobre-satanas-19880030.htm,Literatura
82,estigma,Os rostos da sucessão,Público,2011,https://arquivo.pt/wayback/20110130201824/http://jornal.publico.pt/noticia/29-01-2011/os-rostos-da-sucessao-21162225.htm,Conflitos militares
83,literal,"""Como é que foste capaz de fazer isto?""",Público,2010,https://arquivo.pt/wayback/20100926150642/http://jornal.publico.pt/noticia/24-09-2010/como-e-que-foste-capaz--de-fazer-isto-20267008.htm,Crime
84,literal,A senhora obscena e suas palavras malditas,Público,2004,https://arquivo.pt/wayback/20040623123003/http://jornal.publico.pt/publico/2004/05/29/MilFolhas/TLFIC04.html,Literatura
85,literal,Vítimas de coma - Falar com elas,Público,2002,https://arquivo.pt/wayback/20021002004521/http://jornal.publico.pt/2002/09/16/Publica/TM02.html,Crime
86,estigma,"""Os livros são sonhos de escritores""",Público,2004,https://arquivo.pt/wayback/20040404051120/http://jornal.publico.pt/publico/2004/02/28/MilFolhas/TLENT01.html,Literatura
87,literal,Autistas,Público,2004,https://arquivo.pt/wayback/20040502083340/http://jornal.publico.pt/publico/2004/01/05/Publica/TM04.html,Música
88,literal,Homem esquizofrénico apunhalou 30 crianças,Público,2001,https://arquivo.pt/wayback/20010715065559/http://jornal.publico.pt/publico/2001/06/09/Sociedade/S09.html,Crime
89,literal,David Cronenberg enreda-se na teia da aranha,Público,2002,https://arquivo.pt/wayback/20020601235527/http://jornal.publico.pt/2002/05/22/magoo/Cultura/C03.html,Cinema
90,estigma,Manoel,Público,2004,https://arquivo.pt/wayback/20040423134913/http://jornal.publico.pt/2003/12/12/EspacoPublico/O02.html,Cinema
91,estigma,A borbulha perdeu os dias de glória,Público,2004,https://arquivo.pt/wayback/20040509205723/http://jornal.publico.pt/2004/04/02/Y/TAM03.html,Música
92,literal,Homem Esquizofrénico Apunhalou 30 Crianças ,Público,2001,https://arquivo.pt/wayback/20010710114757/http://jornal.publico.pt/publico/2001/06/09/magoo/Sociedade/index.html,Crime
93,estigma,Um debate à medida de Portas e Guterres,Público,2001,https://arquivo.pt/wayback/20011105100303/http://jornal.publico.pt/2001/11/01/Destaque/X07CX02.html,Política
94,literal,Cinema em Casa,Público,2002,https://arquivo.pt/wayback/20020210223048/http://jornal.publico.pt/publico/2002/01/30/Media/R07.html,Cinema
95,literal,Einmar Mar Gudmundsson - Além do bacalhau,Público,2001,https://arquivo.pt/wayback/20010710112057/http://jornal.publico.pt/publico/2001/06/09/sotexto/MilFolhas/TLFIC01CX02.html,Literatura
96,literal,Cinema em Casa,Público,2002,https://arquivo.pt/wayback/20020219062637/http://jornal.publico.pt/publico/2002/01/27/magoo/Media/R04.html,Cinema
97,literal,A Viagem de Um Louco,Público,2003,https://arquivo.pt/wayback/20030224222100/http://jornal.publico.pt/publico/2003/02/08/magoo/MilFolhas/TLFIC03.html,Literatura
98,estigma,"No Kuwait, Deus abençoa a América e Bin Laden",Público,2003,https://arquivo.pt/wayback/20030208080648/http://jornal.publico.pt/2003/01/30/sotexto/Destaque/X10.html,Conflitos militares
99,estigma,Um mágico 44 dias numa caixa,Público,2003,https://arquivo.pt/wayback/20030908040956/http://jornal.publico.pt/2003/08/25/magoo/UltimaPagina/U01.html,Cinema
100,literal,Filmes TV quarta 28/01/04,Público,2004,https://arquivo.pt/wayback/20040508201729/http://jornal.publico.pt/2004/01/28/Media/R69.html,Cinema
101,estigma,Suplemento Economia,Público,2004,https://arquivo.pt/wayback/20040301033956/http://jornal.publico.pt/2004/02/16/SupEconomia/TEPP.html,Justiça
102,estigma,Algumas falácias na privatização de serviços públicos,Público,2004,https://arquivo.pt/wayback/20041215063208/http://jornal.publico.pt/2004/12/13/SupEconomia/TEOPI01.html,Justiça
103,estigma,Os dias angustiados dos salvadores de aves,Público,2002,https://arquivo.pt/wayback/20021126091023/http://jornal.publico.pt/publico/2002/11/22/Destaque/X06.html,Música
104,estigma,"""Não sou uma exilada de veludo""",Público,2003,https://arquivo.pt/wayback/20031005235305/http://jornal.publico.pt/2003/09/27/MilFolhas/TLENT01.html,Literatura
105,literal,Enterrando tabus,Público,2002,https://arquivo.pt/wayback/20020805060225/http://jornal.publico.pt/publico/2002/07/29/Media/ROLHO.html,Cinema
106,estigma,"RTP - Operação kamikaze ou ""solução final"" ? (1)",Público,2002,https://arquivo.pt/wayback/20020531024726/http://jornal.publico.pt/2002/05/07/Media/R03.html,Economia
107,estigma,Inovação contra o desânimo,Público,2002,https://arquivo.pt/wayback/20021119092230/http://jornal.publico.pt/2002/11/11/Computadores/TI02.html,Economia
108,estigma,A quem aproveita o desmantelamento da RTP?,Público,2011,https://arquivo.pt/wayback/20111121020350/http://jornal.publico.pt/noticia/18-11-2011/a-quem-aproveita-o-desmantelamento-da-rtp-23452108.htm,Justiça
109,estigma,O essencial do neo-progressivo,Público,2002,https://arquivo.pt/wayback/20020529103424/http://jornal.publico.pt/publico/2002/05/20/Publica/TMDISCO.html,Música
110,literal,Russellmania,Público,2001,https://arquivo.pt/wayback/20010417175744/http://jornal.publico.pt/publico/2001/04/09/Publica/TM05.html,Cinema
111,estigma,"Um país no divã, à espera de Governo",Público,2011,https://arquivo.pt/wayback/20110225210815/http://jornal.publico.pt/noticia/24-02-2011/um-pais--no-diva-a-espera-de-governo-21400144.htm,Economia
112,estigma,"""Somos suficientemente fortes para vivermos com os nossos demónios""",Público,2004,https://arquivo.pt/wayback/20041027065857/http://jornal.publico.pt/2004/10/09/MilFolhas/TL01.html,Literatura
113,literal,Vagabundos do Inferno: O drama dos doentes mentais nas prisões portuguesas.,Público,2002,https://arquivo.pt/wayback/20021106125100/http://jornal.publico.pt/2002/11/04/Publica/TM01.html,Crime
114,estigma,"YASSER ARAFAT (1929-2004), O HOMEM QUE PERDEU A GUERRA E A PAZ",Público,2004,https://arquivo.pt/wayback/20041114105612/http://jornal.publico.pt/2004/11/12/Destaque/X02.html,Conflitos militares
115,estigma,"""Coimbra está a ficar um bocado esquizofrénica""",Público,2001,https://arquivo.pt/wayback/20010909231755/http://jornal.publico.pt/publico/2001/05/21/LocalPorto/LP08.html,Política
116,literal,Guida Maria revela Zelda para além de Fitzgerald,Público,2004,https://arquivo.pt/wayback/20040423004813/http://jornal.publico.pt/2004/03/25/sotexto/Cultura/C03.html,Literatura
117,estigma, Kung-MU,Público,2005,https://arquivo.pt/wayback/20050120163008/http://jornal.publico.pt/publico/2005/01/07/Y/TADES01CX010.html,Música
118,estigma,"""Um jornalista que pergunta o que querem os espectadores está morto""",Público,2002,https://arquivo.pt/wayback/20020805134231/http://jornal.publico.pt/publico/2002/07/02/Media/R01CX01.html,Política
119,literal,Morta a caminho da boca de tráfico,Público,2010,https://arquivo.pt/wayback/20100516161104/http://jornal.publico.pt/noticia/16-05-2010/morta-a-caminho--da-boca-de-trafico-19409472.htm,Crime
120,estigma,"O que 'tá mal, 'tá mal",Público,2001,https://arquivo.pt/wayback/20010706210406/http://jornal.publico.pt/publico/2001/04/16/magoo/Publica/TMCRONIS03.html,Crime
121,literal,Cinema em Casa,Público,2001,https://arquivo.pt/wayback/20010809180720/http://jornal.publico.pt/2001/08/01/Media/R10.html,Cinema
122,estigma,"""Canibal de Rotemburgo"" não é inimputável",Público,2004,https://arquivo.pt/wayback/20040206130601/http://jornal.publico.pt/2004/01/24/Sociedade/S80.html,Crime
123,estigma,As opções inadiáveis,Público,2001,https://arquivo.pt/wayback/20010707163353/http://jornal.publico.pt/2001/07/05/Destaque/X01OPI.html,Política
124,estigma,O que é a Política Agrícola Comum?,Público,2002,https://arquivo.pt/wayback/20021018173959/http://jornal.publico.pt/2002/10/04/magoo/Destaque/X05.html,Economia
125,estigma,Primeiro-ministro garante que não haverá despedimentos na função pública,Público,2011,https://arquivo.pt/wayback/20110209205935/http://jornal.publico.pt/noticia/06-02-2011/primeiroministro-garante-que-nao-havera-despedimentos-na-funcao-publica-21228906.htm,Política
126,estigma,"""Kiuba é veri bonita, ou seja muito priti, underestan?""",Público,2002,https://arquivo.pt/wayback/20021023144138/http://jornal.publico.pt/2002/10/19/MilFolhas/TLFIC06.html,Literatura
127,estigma,Absolut Fura e a água de vida,Público,2001,https://arquivo.pt/wayback/20011211060159/http://jornal.publico.pt/publico/2001/12/03/Publica/TM01.html,Música
128,estigma,Ela desapareceu num silêncio absoluto,Público,2010,https://arquivo.pt/wayback/20100606140722/http://jornal.publico.pt/noticia/02-06-2010/ela-desapareceu-num-silencio-absoluto-19527824.htm,Cinema
129,estigma,"""Agradeço aos meus pais não me terem baptizado""",Público,2010,https://arquivo.pt/wayback/20100511155559/http://jornal.publico.pt/noticia/11-05-2010/agradeco-aos-meus-pais-nao-me-terem-baptizado-19374311.htm,Literatura
130,estigma,"""Com a Guerra Colonial houve supressão do humano""",Público,2004,https://arquivo.pt/wayback/20040803064041/http://jornal.publico.pt/2004/07/03/MilFolhas/TLENT01.html,Literatura
131,estigma, A Rússia de Putin,Público,2004,https://arquivo.pt/wayback/20040917033321/http://jornal.publico.pt/publico/2004/09/12/Publica/TM02.html,Conflitos militares
132,literal,"Terror sul-coreano, humor espanhol: ""what's new?""",Público,2004,https://arquivo.pt/wayback/20040508233208/http://jornal.publico.pt/2004/02/28/Cultura/C03.html,Cinema
133,estigma,Morangos fora de prazo,Público,2004,https://arquivo.pt/wayback/20040808074129/http://jornal.publico.pt/publico/2004/07/26/Media/R15.html,Cinema
134,literal,Ciência & Amb.,Público,2001,https://arquivo.pt/wayback/20010219123405/http://jornal.publico.pt/2001/01/05/Ciencias/HBREVES.html,Saúde
135,estigma,Viciados em Aimee Mann,Público,2002,https://arquivo.pt/wayback/20021111091158/http://jornal.publico.pt/publico/2002/11/08/Y/TAM01.html,Música
136,estigma, Lars Hollmer,Público,2001,https://arquivo.pt/wayback/20010311055332/http://jornal.publico.pt/2001/02/09/Y/TAM99DISCOS.html,Música
137,literal,"Os ""psis"": psiquiatras, psicanalistas e psicólogos",Público,2001,https://arquivo.pt/wayback/20010502115340/http://jornal.publico.pt/publico/2001/04/20/EspacoPublico/O02.html,Saúde
138,literal,"Quatro mil doentes mentais terão residências de reabilitação, no prazo de sete anos",Público,2010,https://arquivo.pt/wayback/20101015201715/http://jornal.publico.pt/noticia/10-10-2010/quatro-mil-doentes-mentais-terao-residencias-de-reabilitacao-no-prazo-de-sete-anos-20376103.htm,Saúde
139,estigma,Falta tempo e dinheiro para o jornalismo de investigação,Público,2003,https://arquivo.pt/wayback/20030416000725/http://jornal.publico.pt/2003/04/09/magoo/Media/R02.html,Justiça
140,estigma, Cabine telefónica,Público,2003,https://arquivo.pt/wayback/20030727151906/http://jornal.publico.pt/2003/07/12/sotexto/EspacoPublico/O99.html,Política
141,estigma,Os argumentos do costume,Público,2002,https://arquivo.pt/wayback/20020524181758/http://jornal.publico.pt/2002/05/13/Media/ROLHO.html,Justiça
142,estigma,"Eu, songwriter",Público,2001,https://arquivo.pt/wayback/20010820042715/http://jornal.publico.pt/publico/2001/08/03/Y/TADES01.html,Música
143,literal,A explicação da morte,Público,2004,https://arquivo.pt/wayback/20040702231750/http://jornal.publico.pt/2004/06/27/Publica/TM05.html,Saúde
144,estigma,É fácil malhar nos professores,Público,2010,https://arquivo.pt/wayback/20100904163224/http://jornal.publico.pt/noticia/01-09-2010/e-facil-malhar-nos-professores-20117787.htm,Economia
145,estigma,A noite ainda arde no festival du désert,Público,2004,https://arquivo.pt/wayback/20040501083414/http://jornal.publico.pt/publico/2004/03/19/Y/TAD.html,Música
